ACC_X,ACC_Y,ACC_Z,GY_X,GY_Y,GY_Z
765,-1913,14073,-1778,10999,255
1275,-2885,14316,-1841,11223,255
1020,-2296,13774,-1865,11762,217
1020,-2296,13774,-1865,11762,70
255,-1865,14029,-1865,11770,70
510,-2562,14312,-1993,11993,-317
255,-2487,14025,-1945,12251,-399
-933,-2566,14073,-2041,11995,-337
-1610,4335,29102,-1801,-269,1279
510,-766,28668,-357,-2917,2295
-367,-1921,14045,3061,-2120,3062
2550,-6312,11738,3315,-1065,1789
-363,-3347,11985,3062,113,1275
-977,-1817,14029,2295,255,767
-718,-2025,13563,1021,173,511
-335,-3025,13037,511,255,255
-534,-2562,15356,511,161,129
-909,-1873,17149,510,123,-259
-467,-2355,17340,1022,73,5
88,-2949,14822,1530,250,-261
-1036,-2276,14846,2041,510,-285
-1546,-1993,14798,2815,767,-351
-825,-1714,14591,3062,1022,-271
255,-1228,14846,3068,1020,-283
1020,-1355,14029,2807,510,-383
510,-1427,14025,2303,510,-367
765,-1403,14332,2041,511,-347
212,-1395,14814,1789,255,-313
212,-1395,14814,1789,255,33
510,-1427,14814,1535,255,33
765,-1483,15093,1531,255,57
765,-2339,14296,1279,255,88
255,-1291,14543,1023,255,39
255,-1993,14838,1021,184,44
-463,-1889,15085,1021,255,84
1279,-1562,15061,1023,255,54
510,-2423,14790,1020,255,105
-283,-1953,15340,1020,255,89
255,-1865,14806,1023,255,72
1275,-2084,14798,1022,255,179
52,-1132,14575,1279,255,186
-355,-1682,14838,1275,255,147
44,-2439,14838,1279,255,54
168,-821,15332,1531,511,69
765,-1690,15077,1530,255,0
72,-1068,15101,1530,510,78
160,-1905,14838,1535,510,2
1020,-1268,14846,1531,510,59
-439,-1299,15300,1789,511,36
100,-2001,14838,1791,511,-263
12,-1236,14806,1791,510,91
152,-989,14543,1531,510,160
-395,-1793,14284,1789,765,79
124,-1746,15324,1791,767,5
-702,-1642,15101,1791,765,108
156,-1260,15356,1787,765,120
-897,-861,15093,2045,1021,205
-746,-1793,14316,2047,1021,255
765,-1092,14543,1791,1021,511
240,-1212,15607,1785,1020,511
196,-1730,15348,1785,1275,510
255,-909,15348,1787,1279,510
765,-1841,15085,1787,1531,511
255,-1435,15077,1531,1535,510
255,-1427,14814,1279,1789,765
255,-419,15567,767,1785,765
510,-933,15591,511,2045,767
-403,-1331,15555,238,2295,510
255,-1650,16113,60,2805,511
-391,-801,15854,-289,3323,510
255,-355,16085,-491,3570,510
255,-355,16085,-491,3570,511
-813,-857,15826,-565,3829,255
-594,-1323,16085,-881,4094,255
152,-1443,15101,-901,4351,255
-435,-909,15332,-929,4591,255
-614,-2100,15077,-1121,4861,255
-383,-1722,15563,-1163,5102,255
-415,-1100,15555,-1188,5371,255
255,-1419,14822,-1178,5630,255
-1570,-1188,15814,-1321,5610,255
44,-706,15316,-1419,5885,255
-566,-921,15300,-1385,6124,255
-562,-1929,15611,-1379,6391,510
-777,36,16101,-1377,6911,255
-526,-1001,16376,-1369,7149,255
-766,-1260,16575,-1401,7411,255
-287,-363,16575,-1417,8191,121
-395,108,16368,-1451,8415,160
112,32,16352,-1417,9181,34
-710,92,16372,-1427,9690,-259
-1052,-606,17149,-1475,9979,-395
-965,-865,16575,-1546,10743,-469
-785,96,16344,-1537,10967,-421
-857,-682,15822,-1385,11231,-481
-1483,-1339,15866,-1281,11519,-313
-1001,-1722,15870,-1217,11483,-257
-1196,-1411,15340,-1228,11770,-295
-833,-443,15045,-1225,12019,-351
-1244,-1260,14790,-1291,12019,-393
-1985,-2104,15308,-1226,12495,-449
-1626,-1220,15826,-1249,12543,-303
-2355,-1236,16077,-1291,12750,0
-2152,-1961,16113,-1475,13005,166
-1618,-2033,15834,-1553,13294,255
-2132,-1451,14798,-1889,13819,255
-2132,-1451,14798,-1889,13819,255
-2120,-849,15587,-2161,14027,255
-1331,72,15316,-2195,14312,255
-2403,-897,15599,-2294,14543,213
-2323,-969,15093,-2357,14822,255
-2355,-1722,14591,-2437,15053,222
-2833,-921,15332,-2439,15303,117
-2614,-821,15316,-2513,15327,255
-2228,-1291,14045,-2513,15349,255
-2758,-1754,14045,-2405,15571,255
-4204,-658,14073,-2210,15308,511
-4583,-726,14312,-2102,15095,767
-4049,-1786,14284,-1841,15309,1020
-4001,-2578,14591,-1889,15349,1279
-4204,-2248,14296,-2103,15571,1530
-4108,-1196,14061,-2216,15595,1785
-3810,-606,14073,-2214,15325,1785
-2706,-1036,14316,-2245,15357,1535
-2678,-769,14830,-2337,15357,1534
-2467,-1092,14591,-2277,15302,1275
-2068,-1730,13786,-2276,15340,1022
-3284,-1666,14073,-2247,15327,1021
-3220,-1244,13515,-2291,15045,1279
-4001,-1172,14041,-2289,14806,1275
-4654,-1140,12782,-2433,14846,1787
-4897,-2296,13292,-2483,14575,1785
-3937,-1570,13053,-2817,14559,2045
-4646,-2280,13021,-2817,14075,2303
-4017,-694,12782,-3105,13806,2303
-2993,-1307,13005,-3138,13547,2303
-4591,-1435,13260,-3345,13310,2043
-4049,-1283,13037,-3347,13055,2041
-4260,-1953,12244,-3475,12766,1785
-4905,-1124,12495,-3555,12511,1535
-4140,-901,11766,-3617,11989,1275
-5196,-1196,12543,-3681,11734,1020
-4846,-1355,11997,-3746,11254,767
-5897,-1961,12272,-3649,10967,767
-5802,-2849,11519,-3602,10495,1020
-6184,-1602,12511,-3457,10239,1021
-5802,-1706,11985,-3331,9723,1279
-5348,-2515,12527,-3106,9180,1275
-5260,-2387,11511,-2965,8959,1279
-4961,-1315,12248,-2853,8671,1021
-5802,-2806,13308,-2741,8447,765
-5196,-973,13276,-2581,8180,511
-5985,-578,13037,-2609,8178,255
-5411,-1355,14045,-2341,8189,202
-6057,-1538,12750,-2373,8178,30
-6403,-2598,13276,-2178,8170,76
-8268,-1650,13292,-2216,7911,85
-6017,-1857,13535,-2151,7921,65
-6280,-1140,13786,-2134,8166,60
-6152,-2519,13535,-2053,8415,255
-6467,-1371,13531,-1857,8702,255
-6025,-981,13260,-1729,8925,255
-6754,-2646,13276,-1505,8959,255
-6726,-2025,13037,-1483,9182,511
-7009,-2965,12543,-1610,9181,511
-6595,-2594,12766,-1593,9180,511
-7746,-1387,12798,-1809,9435,510
-6531,-1116,12798,-1825,9439,510
-6631,-574,12527,-1857,9212,765
-6977,-1658,12240,-1801,9182,765
-6280,-1499,12511,-2001,9212,765
-6822,-1268,11742,-2162,8447,767
-6822,-1268,11742,-2162,8447,1020
-7937,-2260,11005,-2211,8415,1020
-6722,-1841,10750,-2419,8160,1020
-6917,-1196,11260,-2531,7399,1020
-7619,-1379,11515,-2657,7142,1275
-7555,-1411,12021,-2629,6647,1279
-7746,-1291,11766,-2610,6631,1275
-7459,-1443,11766,-2641,6383,1279
-8838,-1236,12511,-2439,6141,1022
-8129,-853,12248,-2369,6143,1022
-7619,-1052,12252,-2083,6120,765
-6854,-1411,12798,-2001,6120,765
-8065,-853,12511,-1594,6136,765
-8260,72,11766,-1427,6383,510
-7842,-602,12495,-1305,6399,255
-8392,-1363,12240,-969,6646,255
-7523,-1156,12511,-1009,6639,141
-7778,-1363,12272,-805,6630,109
-7555,-1913,12276,-746,6631,63
-8161,-1833,11985,-415,6647,125
-8539,-391,11762,-291,6646,133
-8770,-1307,12017,-265,6631,55
-8344,-1538,10742,242,6654,-313
-8065,-1323,11742,255,6630,-299
-8065,-1483,11993,511,6655,-307
-8587,-1276,11989,511,6639,-319
-7969,-1626,11260,767,6655,-331
-8404,-1451,11770,767,6375,-373
-8396,-734,11730,767,6391,-329
-8196,-1188,11774,765,6137,-281
-8065,-1801,11487,765,5610,52
-8129,-2531,11734,511,5614,67
-8663,-1642,10997,510,5100,99
-8479,-1491,11220,510,4861,134
-8416,-1698,11475,255,4590,82
-7459,-1260,11483,255,4351,53
-8097,-686,11511,180,3831,-419
-8539,-1013,11228,-297,3833,-305
-9153,-1491,11511,-423,3582,-283
-8846,-1833,11762,-609,3582,24
-8033,-1554,11507,-625,3323,17
-8782,-1204,10455,-706,3068,97
-8834,-1355,10973,-781,3062,150
-8710,-762,11220,-893,3071,91
-8730,-1021,11511,-925,3062,115
-9874,-2088,10710,-969,2815,58
-8583,-734,11730,-933,2807,57
-8328,-2148,12029,-881,2813,-299
-8734,-2009,12021,-877,2813,97
-9041,-2068,11738,-773,2813,117
-8543,-2260,11993,-785,2805,94
-9105,-2056,12527,-518,3061,213
-8854,-2403,11762,-347,3062,213
-8854,-2403,11762,-347,3062,156
-8324,-1889,11479,151,3061,154
-8643,-1650,10965,255,3071,255
-8416,-1148,11479,255,2815,255
-7874,-1674,10750,255,2807,255
-8264,-1977,11993,511,2559,255
-8782,-1929,12252,255,2559,255
-8200,-817,11997,255,2295,255
-8663,-1650,11738,255,2303,255
-8475,-1236,11479,255,2043,225
-8328,-1411,11228,255,2042,-273
-8774,-1172,11005,511,1787,-321
-8854,-1108,10455,511,1531,-441
-9097,510,10965,510,1275,-630
-8583,-1252,11228,255,767,-657
-8718,-1642,9694,255,511,-746
-9113,-949,10710,255,255,-785
-9802,-1618,9981,255,-501,-805
-9117,-1044,9471,255,-793,-829
-9372,-1228,9726,170,-1257,-889
-8846,-1738,9722,94,-1937,-873
-8778,-1586,9467,-303,-2375,-893
-8973,-766,9212,-337,-3314,-881
-8918,-1116,8670,-461,-3682,-1005
-8722,-889,9180,-754,-4617,-1089
-8898,-1044,9180,-734,-5029,-1131
-9428,152,9467,-977,-5825,-1220
-9244,255,9435,-1066,-6216,-1171
-9627,-1140,9722,-1249,-6818,-1161
-9037,-913,9949,-1289,-7077,-1044
-9483,-710,9949,-1521,-7682,-1042
-9555,-714,10236,-1507,-7937,-997
-9181,-1451,10965,-1674,-8531,-1034
-8543,-1068,11252,-1618,-8793,-985
-8332,-1132,10750,-1577,-9228,-937
-7937,-2025,10487,-1449,-9499,-909
-8655,-1236,10236,-1425,-10065,-841
-8858,-2025,11487,-1435,-10581,-849
-7842,-793,10965,-1459,-10886,-837
-7714,-1164,10742,-1393,-11267,-877
-8129,-1817,11220,-1379,-11539,-1025
-7651,116,11511,-1257,-11841,-1139
-8288,-877,11483,-1089,-12113,-1250
-7746,-459,11997,-985,-12225,-1546
-7874,-606,12021,-809,-12425,-1570
-7332,-714,11479,-477,-12806,-1801
-7396,-1451,11487,-349,-13257,-2099
-7009,-1331,10750,114,-13322,-2210
-7587,-1084,10965,255,-14402,-2387
-7427,-2084,10487,255,-15428,-2547
-6599,-1658,9945,255,-16065,-2737
-7396,-1634,9471,255,-17418,-2817
-7137,-1276,8957,255,-18050,-2993
-7073,-1985,9439,245,-19333,-3025
-8065,-1387,9439,211,-19763,-3061
-8404,-941,9471,159,-20649,-2929
-7364,-1937,10487,89,-21005,-2757
-7714,-1929,11511,-313,-21673,-2613
-6471,-1228,11479,-457,-21793,-2423
-6471,-1531,12543,-499,-22409,-2227
-5993,-670,12543,-590,-22561,-2213
-5089,-2403,12750,-566,-22791,-2243
-5834,-989,13037,-589,-22919,-2134
-4391,-1371,13021,-554,-23077,-2025
-4495,-1921,12798,-507,-23329,-1953
-4846,-1212,12766,-479,-23587,-1857
-3985,-2566,13005,-670,-23971,-1754
-3953,-1825,13037,-630,-24481,-1825
-3571,-2419,13308,-617,-24721,-1697
-3682,-2339,13021,-566,-25229,-1849
-3172,-1913,13531,-399,-25353,-1841
-3730,-989,13822,5,-25619,-1977
-2913,-1228,13531,255,-25756,-2183
-3204,-327,14045,255,-25873,-2467
-3459,-933,13818,767,-26009,-2581
-2391,-1124,13308,765,-26113,-2802
-2786,255,13790,1020,-26627,-2917
-2487,-630,13531,1279,-26759,-3140
-2323,-1546,13515,1531,-27393,-3281
-2754,-1546,12543,1791,-27521,-3425
-2993,-1913,13260,1785,-27794,-3473
-3124,-1475,13567,2043,-27649,-3329
-3061,-1323,14284,2295,-27521,-3297
-2164,-1594,15615,2303,-27141,-3251
-1618,-710,15575,2558,-26756,-3363
-1395,-746,15826,2551,-26137,-3313
-1531,-347,15866,3068,-25477,-3283
-1467,-1132,15822,3319,-25246,-3331
-977,-1953,15053,3578,-24708,-3218
-1076,-2343,15332,3571,-24481,-3029
-1084,-1467,15587,3582,-24065,-2710
180,-1307,15308,3574,-23937,-2403
-981,-1315,15324,3582,-23425,-2230
765,-2339,15834,3833,-23206,-2194
1020,-1523,16575,3839,-22819,-1897
1275,-1770,16352,3831,-22409,-1793
1530,-2598,16121,4083,-22313,-1377
1530,-1132,16121,4081,-21763,-1276
5885,-781,21695,96,-20241,-809
-1499,6383,32511,-7234,1275,-673
5630,765,32511,-5411,3582,-2407
6399,3323,4088,-499,2807,-2578
-3156,-4993,15571,3070,3070,510
3315,-6471,21759,5611,3315,1275
3578,510,13806,5101,2043,-542
765,1534,10495,1535,1279,-909
255,255,8670,-341,511,-1681
1785,-1897,13276,-3090,119,-1459
1789,-813,16069,-3283,189,-1257
1789,-813,16069,-3283,189,-1137
1530,-881,16639,-2309,255,-1035
1785,-1969,17149,510,511,-977
2040,-2116,16830,1534,510,-965
2044,-1013,15567,2042,511,-1021
1534,-1299,13515,1535,255,-1067
1020,-1228,13053,255,212,-1185
510,510,12798,63,-377,-1361
510,-1570,15045,76,-521,-1266
255,-1068,14830,510,-437,-1241
765,-347,15324,511,-439,-1291
255,-758,14846,765,-423,-1044
68,-813,13535,192,-582,-849
-383,-809,14567,-749,-717,-726
-383,-809,14567,-749,-717,-701
-614,-809,14567,-825,-717,-701
-439,-1044,14284,-945,-769,-669
220,-511,14583,-1180,-809,-594
160,-809,15045,-1170,-873,-477
765,255,14551,-1170,-717,-517
1020,-809,14575,-1013,-873,-467
510,28,14838,-1218,-853,-557
255,24,14567,-1363,-901,-522
510,-558,14838,-1689,-949,-582
-590,-921,14830,-1809,-993,-487
-538,-1212,14846,-1849,-917,-445
-259,-467,14814,-2116,-929,-459
-347,-809,15818,-2194,-957,-339
-379,-1100,15348,-2597,-1068,-337
-793,-1602,14591,-2901,-1097,43
255,-351,14798,-3105,-1066,74
-347,-614,14328,-3379,-1243,111
-518,-630,14073,-3969,-1266,115
255,244,14296,-4266,-1387,106
765,8,14077,-4681,-1467,82
255,-1387,14061,-4941,-1489,100
-666,-730,14790,-5260,-1529,109
765,-1252,14591,-5323,-1553,117
255,-1515,15061,-5547,-1483,156
255,-929,14830,-5770,-1419,222
1020,-2196,14328,-6308,-1385,255
255,-1857,15332,-6595,-1499,255
-678,-1299,15308,-6657,-1449,255
510,-1068,14543,-6818,-1329,143
100,-750,15069,-6850,-1387,9
-762,-1762,14551,-7073,-1419,-361
765,-1252,14838,-7235,-1538,-383
510,-1005,15332,-7745,-1546,-503
510,-885,14284,-8001,-1633,-513
510,-2228,14838,-8599,-1641,-558
255,-1554,14790,-8910,-1626,-489
510,-1578,14328,-9619,-1554,-475
-411,-1849,14551,-10201,-1529,-574
255,-654,14284,-11153,-1562,-702
765,-1515,14041,-11539,-1650,-725
-467,-1849,14830,-12290,-1545,-817
4,-2164,13802,-12431,-1610,-769
-451,-2148,14567,-12869,-1610,-789
156,-1260,14284,-12937,-1483,-805
-495,-2200,14591,-13129,-1578,-893
255,-2391,14543,-13125,-1626,-849
510,-2483,14567,-12929,-1601,-1001
3829,-4300,28572,-5282,-1833,-1801
1530,4084,5116,-1889,244,-3202
-271,1020,16830,-2264,247,-4290
1534,-5284,15069,-3730,-514,-4108
1020,-4869,13774,-3617,-897,-3905
510,-3204,13005,-2562,-666,-3841
-303,-3025,14328,-2273,-461,-3361
-291,-3124,14830,-2389,-526,-2917
-901,-3284,15093,-2467,-709,-2529
510,-3746,14583,-2433,-717,-2355
765,-4144,14551,-2471,-762,-2009
765,-2068,14806,-2821,-933,-1897
1020,-2582,14077,-2977,-1129,-2009
765,-1746,14567,-3013,-1148,-2116
1785,-1562,14830,-2661,-505,-2435
1279,-1993,15316,-2503,193,-2721
1534,-1531,15308,-2629,216,-3235
1275,-2375,15308,-2997,236,-3281
2040,-2260,14822,-3139,255,-3457
1020,-2865,14846,-3409,255,-3459
1530,-2758,14798,-3331,255,-3443
765,-3172,13802,-3363,255,-3425
1789,-3969,14806,-3443,255,-3203
765,-2562,14077,-3300,255,-2949
765,-3555,15053,-3284,255,-2869
2303,-2993,14559,-3170,233,-2802
2805,-4200,14822,-3252,239,-3013
1785,-2311,14575,-3331,234,-2917
2295,-2913,14822,-3523,248,-2945
3068,-3316,15061,-3698,255,-2865
2044,-4678,15324,-4363,53,-2690
1534,-4017,16352,-4845,43,-2017
1534,-2642,15340,-5417,12,-1913
1279,-1801,16356,-5641,121,-1913
2303,-2419,16364,-6595,200,-2017
2040,-2790,17595,-7267,59,-1977
1020,-1355,17404,-8525,126,-1417
2040,-1586,17149,-9037,-343,-781
2813,-2017,16894,-9601,126,-1361
3574,-821,16332,-10901,110,-1738
1275,255,18109,-11331,57,-2690
1789,-2997,17340,-13641,255,-2741
1789,-2997,17340,-13641,255,-2610
1785,-3363,16830,-14853,255,-2403
2550,-3092,16348,-15361,255,-2674
1279,-3300,16344,-16193,255,-2657
1789,-2658,16575,-16657,255,-2678
1789,-2917,16575,-17841,255,-2837
1530,-3220,17149,-18329,511,-3075
765,-3778,16364,-19349,511,-3188
1020,-3634,16077,-19761,511,-3441
1530,-4909,15053,-20385,511,-3491
1275,-5037,15826,-20644,255,-3601
1020,-5033,14567,-20739,255,-3746
-841,-4587,14559,-20485,210,-4325
-849,-5348,15591,-20113,-801,-4417
-1459,-5316,14583,-19635,-1169,-4705
-1028,-5132,14077,-19459,-1786,-4937
-2323,-6017,13563,-19349,-1634,-4941
-1722,-5196,13770,-19506,-1641,-5156
-2072,-5507,13531,-19586,-1193,-5124
-2228,-5929,13260,-20353,-577,-5226
-1921,-6089,13806,-20484,-375,-4901
-1570,-6726,13770,-21129,255,-4673
-1443,-5515,14029,-21538,255,-3841
-989,-7619,13551,-22018,510,-3090
-2535,-8714,13260,-22401,510,-2439
-2407,-8097,11479,-22057,767,-2033
-1268,-7364,11985,-20615,765,-1881
-1809,-6467,12511,-19713,1021,-1553
-1722,-8906,11005,-18439,1020,-1259
-821,-7778,11479,-18345,767,-569
-594,-8961,11479,-18233,45,38
765,-9730,11252,-18337,-629,767
192,-9539,10997,-18451,-1289,1020
255,-8220,11252,-18337,-1403,1279
-530,-7651,10710,-17586,-1345,1279
1020,-7523,12543,-17297,-1169,1020
1275,-7874,13790,-16667,-749,1023
1789,-8161,13292,-16438,-558,1275
2295,-8455,12543,-16530,-413,1279
2550,-7746,12276,-16787,-495,1021
1785,-8097,12021,-16777,-785,767
2303,-8161,12244,-16950,-921,511
2303,-8969,13515,-16930,-1051,510
3578,-8531,12766,-16819,-1021,255
4088,-7969,14316,-16825,-997,255
3582,-8204,15093,-16797,-917,-277
2813,-6949,15579,-16779,-913,-505
1785,-6471,15348,-16661,-969,-1244
2044,-7300,15854,-16548,-989,-1777
1020,-7077,15862,-16129,-1067,-2182
1789,-7746,15077,-15937,-1347,-2677
1020,-8161,14806,-15745,-1601,-2865
765,-8842,12252,-15683,-1729,-2869
-602,-8591,11260,-15617,-1849,-2833
-2068,-8033,11220,-15428,-1770,-2515
-2164,-10822,10200,-15301,-1593,-1817
-1977,-10834,9212,-15173,-1363,-1331
-2626,-10515,8164,-15428,-1363,141
-3395,-11089,6893,-15617,-1355,767
-3140,-10579,7148,-16422,-1228,1279
-2806,-8985,7148,-16779,-481,1535
-2168,-8065,7674,-17301,767,1785
-2120,-8065,8925,-17444,1530,1534
-1602,-8667,10710,-16803,4092,1275
-1602,-8667,10710,-16803,4092,1275
-491,-8794,9471,-16653,4591,1275
-582,-8280,10973,-16129,4845,1530
-538,-9109,11738,-15938,5355,1530
-586,-9619,11228,-15297,5355,1531
255,-8842,11515,-15042,5375,1530
1020,-8902,11228,-14401,5626,1535
255,-9667,11985,-14089,5614,1279
255,-10009,11774,-13441,5355,767
510,-11137,10487,-13189,5118,767
1020,-10185,9722,-12878,4847,765
1530,-11029,8702,-12938,4590,767
1530,-11077,7933,-12929,4351,511
2044,-11201,9439,-13185,4080,510
2805,-10898,7933,-13197,3831,250
2805,-11025,9180,-12874,2813,-1401
2550,-18711,31182,-9545,42,-1401
2550,-18711,31182,-9545,42,-2562
6136,-10834,5869,-4551,2043,-933
6120,-9938,9981,-5921,511,-1276
3829,-12747,10232,-6627,230,-1666
2558,-12356,10236,-8199,-1323,-1593
2813,-11137,8925,-8455,-1673,-1985
2558,-11412,8925,-8585,-1857,-2323
1530,-11603,9212,-8328,-1833,-2629
1785,-12432,9180,-8161,-1706,-2853
510,-10647,9212,-8224,-1650,-3236
44,-12424,9471,-8280,-1762,-3170
-359,-12177,10232,-7969,-1945,-3061
-602,-11842,9981,-7969,-2001,-2849
72,-11201,9726,-7649,-1761,-2833
-391,-11651,11475,-7300,-1529,-2561
-1028,-10946,12244,-6469,-985,-2375
-2120,-13324,10997,-5163,-259,-1913
-1969,-11077,10204,-5259,511,-2371
-3682,-11922,10236,-4654,1023,-2131
-3427,-10902,9439,-4481,1535,-2210
-2483,-12356,9212,-4049,1789,-2257
-2821,-12049,8702,-3857,2043,-2246
-2136,-12225,8702,-3297,2551,-2182
-1586,-12241,9212,-2661,2550,-2305
-889,-11794,9467,-2230,2558,-2323
255,-11013,9439,-1754,2558,-2311
255,-13261,9212,-1698,3323,-2401
1534,-13380,9467,-1411,3578,-2598
2558,-10627,10487,-813,4085,-2455
2044,-9292,10973,510,4351,-2193
2044,-9483,12798,511,4606,-2017
1789,-9412,12782,511,4607,-2017
2813,-10822,13774,245,4351,-2114
2813,-10695,12750,-461,4606,-2199
2558,-10137,12543,-545,4351,-2292
2295,-10691,12276,-550,4351,-1897
1534,-12424,11487,255,3571,-1985
-554,-12810,11730,1020,3315,-2403
765,-11970,10973,2813,2295,-2547
1785,-11523,7921,3829,1791,-2726
1789,-13380,6120,4606,1022,-2694
1789,-13571,4861,4351,510,-2625
765,-13635,3837,4083,255,-2646
2044,-14536,3060,3835,-501,-2690
1275,-13324,2550,3835,-610,-2901
765,-13962,3582,3833,-665,-3329
765,-13508,3570,3837,-625,-3537
1279,-12739,5116,3829,-411,-3713
1020,-12751,5116,3835,-369,-4033
765,-12177,5100,3583,-385,-4134
510,-11906,6638,3571,-419,-3969
-558,-11731,7156,3315,-873,-3873
-415,-10643,9180,3575,-1084,-3665
72,-9794,8670,4083,-1459,-3618
-650,-11396,9180,4351,-1497,-3379
-4463,-15233,10710,12240,1279,-553
255,-7041,11005,13567,255,-3153
-2355,-9097,10487,14027,765,-2451
-3953,-17851,6630,11995,-293,-570
-1021,-11587,7917,11770,255,-570
-1021,-11587,7917,11770,255,-670
-287,-7619,8415,13770,765,-1561
-2770,-7810,9949,14799,2303,-2533
-3268,-11778,9439,14280,2551,-2773
-1268,-12611,7929,14029,3315,-2325
255,-12942,7156,13292,3583,-2067
-766,-13834,8180,13531,3575,-1403
-335,-12428,9180,13819,3327,-1169
-1905,-11348,10487,14057,2807,-1289
-1778,-8097,13567,16111,1020,-2181
510,-8161,11475,16089,767,-1499
3060,-11986,11483,15579,255,-1369
3315,-13316,10236,15300,255,-1076
3060,-12241,9949,15308,183,-889
2040,-11539,10204,15332,42,-765
1530,-11268,10455,15595,37,-646
1279,-9730,10236,15850,-305,-629
2303,-10129,10965,16111,-325,-753
2040,-10001,12021,16109,12,-746
1534,-9029,11515,16328,-291,-734
1275,-10388,11774,16323,-389,-449
1020,-11794,9726,16083,-626,130
255,-11141,11483,15859,-1090,511
-323,-9436,11730,15811,-1180,765
765,-9236,12244,15819,-1363,767
-1307,-9730,11005,15826,-1252,511
-383,-10129,11742,15811,-1257,511
-694,-10129,11260,16123,-1297,510
510,-9475,11228,16321,-1273,510
108,-9938,11479,16333,-1265,510
8,-9436,11252,16575,-1067,511
-865,-7937,11738,16830,-1059,511
-399,-8774,12495,16357,-1137,511
148,-8352,12021,16368,-1146,511
-526,-8352,12021,16639,-1146,511
-566,-8451,12511,16895,-1108,255
-526,-9033,12029,17342,-1393,-365
-726,-9300,11770,17663,-1076,-489
-578,-7778,11515,17406,-957,-325
255,-7874,11515,17404,-526,-417
255,-8001,11228,17595,50,-301
765,-8161,11997,17595,255,6
255,-9930,12025,17085,510,765
1785,-9348,11519,16830,511,767
1534,-8587,12276,16894,765,1021
-287,-9101,13806,16639,765,1275
510,-6057,13515,17659,168,1021
1789,-5834,14583,17915,-873,1020
3323,-5929,14328,17663,-1076,1279
3060,-6627,13786,17406,-1100,1279
3570,-6631,13519,17407,-1036,1534
3068,-5770,14280,17343,-1099,1275
2303,-4555,14575,17595,-1083,1275
2040,-4742,13818,17343,-993,1279
2550,-3025,14073,17404,-941,1020
1530,-2901,14575,17341,-761,1021
1275,-4112,14814,17087,-726,1279
1534,-4001,15611,17085,-917,1279
1275,-3507,15563,16575,-945,1534
1279,-2566,15563,16359,-1013,1530
1020,-1252,15348,15826,-750,1279
1020,-1252,15348,15826,-750,1275
765,-2017,15866,15053,-686,1279
48,-2551,16328,14806,-674,1530
-837,-3857,16352,14301,-757,1534
-1411,-6977,15583,13547,-713,1535
-1594,-6403,13531,13005,-781,1531
-2339,-7077,12252,13293,-925,2045
-2068,-9025,10718,14303,-857,2558
-1849,-10049,9467,15575,-809,2813
-1028,-8404,9981,16382,-977,3063
-1044,-6248,10200,18105,-1058,3063
1020,-5762,11483,18615,-1027,3323
2303,-5348,12782,19135,-1097,3319
3060,-4260,13519,19455,-1065,2813
3060,-1913,13786,19647,-889,2807
3578,-4176,14838,19703,-853,2550
1789,-3041,14296,19453,-817,2558
2550,-2551,14838,19390,-761,2041
2303,-981,16117,18870,-689,2047
1789,-730,16125,18679,-678,1787
1785,255,16575,17915,-738,1785
1530,-1642,16352,17663,-694,1787
1020,-654,16085,16894,-697,1535
-2598,4606,32511,14798,-481,1275
-2343,7921,32511,4845,-1013,1020
2295,1279,22205,2303,-1122,767
-1786,-766,17854,1020,-698,1275
510,1785,17340,211,-1130,2042
-4877,1020,16332,255,-1267,4590
-937,-3268,15559,-1074,-1259,4606
255,-5069,14535,-1521,-415,3571
1020,-5411,14077,-1449,69,3327
1279,-4136,15077,-1227,-681,2807
1279,-3698,14559,-1186,-813,3071
1275,-3443,14567,-933,-741,3068
-415,-4140,13053,-586,-673,2813
-447,-4614,14061,204,-653,2813
-901,-7778,14284,255,-953,3575
1275,-7459,13551,765,-1138,3833
1785,-2961,13563,1279,-1075,3570
1530,-1897,15814,1531,-881,2805
1534,-2642,17404,3327,-299,2045
765,-1642,16380,4335,255,1279
255,-2694,15332,6383,255,1023
1020,-3092,15324,6909,510,767
765,-4081,14332,7151,767,765
255,-4240,13818,7158,510,1020
255,-3841,14057,6903,511,1275
-495,-3172,14830,6647,511,1531
240,-1084,14790,6909,511,1275
1020,-1252,15611,7142,765,1020
1530,-941,15356,7148,765,765
765,-1817,14332,7658,767,510
1279,-1499,15045,7678,767,510
510,-1068,15101,7909,767,511
765,-1172,14559,7913,765,255
765,-1809,14838,8175,511,255
255,-698,15045,8415,510,61
255,-2180,14328,8671,511,66
765,-750,15053,8703,510,-279
255,-1666,15077,8957,510,24
510,-638,15332,8925,511,35
1020,-626,14559,8703,510,-293
255,-1499,14535,8671,765,24
510,-1754,14830,8415,767,79
-742,-965,14591,8164,767,163
255,-1100,15603,7140,767,255
255,-1562,14543,6646,765,195
76,-1315,14575,6141,511,255
-467,-989,14790,5101,510,255
255,-1347,14312,4606,511,255
255,-1650,15308,4335,510,255
255,-1116,14798,3839,510,255
-271,-853,14559,3571,510,181
88,-662,14838,3323,255,253
255,-1961,14830,3061,255,219
510,12,14057,2559,255,234
-487,-1379,14567,2295,255,229
765,-901,14822,2040,255,160
255,-1562,15061,2046,255,214
255,-435,15069,2047,255,210
-582,-1036,15356,2043,511,125
