ACC_X,ACC_Y,ACC_Z,GY_X,GY_Y,GY_Z
6136,-710,8670,-2179,-20781,-1617
7913,196,8188,-2339,-20018,-1339
8415,-1379,7933,-2421,-18225,-1371
10495,-483,7905,-2325,-17553,-1505
10455,-1283,7909,-2274,-16410,-1483
11475,-1889,7156,-2009,-15937,-1411
11989,-1036,7674,-2081,-15109,-1202
12766,-2646,7156,-2017,-14657,-969
13802,-1730,7164,-2341,-14532,-829
13515,-714,7423,-2503,-14273,-781
13535,-993,7658,-2630,-14281,-681
14029,-881,7419,-2805,-14145,-549
15591,-702,7658,-3075,-14081,-477
16117,-833,6124,-3218,-14340,63
15615,-2017,6399,-3618,-14597,-389
15591,-793,6901,-4049,-14978,-734
14846,-809,7156,-4681,-15046,-1009
16376,-1467,8164,-4973,-14530,-1028
14332,-941,8447,-5385,-13451,-1185
13005,-367,7929,-5419,-12866,-1162
11515,-789,8702,-5219,-12353,-1083
11005,-849,7929,-4969,-12241,-726
10495,-993,7909,-4738,-11729,-593
11507,-487,8168,-4457,-11539,-427
11742,-909,8447,-4258,-11077,-325
11005,72,8447,-3425,-10770,25
11252,-467,8957,-3073,-10373,4
11475,208,8925,-2614,-10325,86
12511,-857,9212,-1801,-10113,161
12527,-598,8176,-1545,-9873,198
14077,-913,8447,-1401,-9683,255
14045,-1778,7662,-1347,-9290,255
12272,-447,7140,-1377,-9105,153
13053,-714,8184,-1243,-8661,125
13308,-395,9180,-1219,-8402,108
13005,-977,7654,-1258,-7937,168
13260,-1228,7917,-1329,-7810,255
13551,-730,7407,-1658,-7649,255
13531,-1124,6646,-1849,-7361,255
14296,-2531,7164,-2467,-7298,511
13774,-1546,7156,-2710,-7235,511
14061,-1546,6646,-3138,-7141,511
13308,-1714,7148,-3234,-7045,510
13515,-1905,7662,-3491,-6945,767
13276,-1411,7674,-3586,-6754,765
13260,-1132,7662,-3713,-6726,765
13053,-1068,7423,-3729,-6089,767
13053,-1068,7423,-3729,-6089,767
12798,-2531,7913,-3697,-5897,767
13053,-1873,7650,-3569,-5641,765
13053,-2041,7933,-3473,-5571,765
13053,-2056,8184,-3347,-5473,767
13802,-2515,8188,-3377,-5377,767
14332,-2817,7933,-3393,-5419,510
14057,-1156,7407,-3618,-5260,511
14806,-1833,6901,-3601,-5227,511
13786,-2248,6893,-3666,-5101,510
13551,-1387,7662,-3649,-4810,510
13519,-1602,6399,-3601,-4577,765
13770,-2614,7156,-3602,-4165,511
12511,-1252,6885,-3475,-4017,511
12782,-2547,6885,-3393,-3649,510
13563,-2148,6901,-3122,-3443,255
13774,-2292,6646,-2949,-2997,255
13790,-2084,6646,-2705,-2709,255
13567,-1578,6120,-2661,-2182,242
13790,-2104,6140,-2449,-1945,227
13037,-1937,6399,-2403,-1347,175
13786,-1722,6399,-2215,-997,227
13535,-1849,6383,-2104,-395,255
13053,-2343,5630,-1945,157,255
13308,-2499,5869,-1873,255,255
14029,-2806,5100,-1817,767,511
13519,-1427,5355,-1689,1275,255
13535,-2248,4861,-1674,2043,511
13308,-1411,4861,-1642,2295,255
13308,-1969,4606,-1746,3070,255
14332,-1236,4606,-1698,3319,255
13292,-2375,4861,-1682,3837,255
13563,-2017,5116,-1777,4590,255
12782,-1985,4335,-1746,5100,255
12527,-1786,4606,-1785,5869,255
13053,-2467,4606,-1857,6139,255
13276,-1538,5626,-1873,6893,255
13021,-514,5359,-1857,7415,255
12543,-961,5371,-1841,7675,255
12543,-1873,5869,-1833,8415,255
12527,-1084,6375,-1665,8447,511
13053,-941,6399,-1529,8959,511
13308,-1228,7674,-1473,8927,511
12782,-1339,7415,-1196,9182,510
13021,-2515,7140,-1028,9439,511
12782,-2200,7164,-773,9723,510
12543,-1323,6630,-646,10234,255
13005,-1491,6901,-613,10455,511
13053,-1682,6885,-785,11255,510
16356,-1299,8925,-769,12511,255
17595,-1594,11730,255,14057,19
10965,-2487,8415,767,14287,-493
13806,-3507,8702,1275,14282,-259
13535,-1196,9981,1275,14299,104
13037,-2806,10463,1275,14059,206
12240,-2662,9471,1023,13563,255
12511,-1220,8702,765,13819,255
12782,-1977,8670,767,13818,255
12750,-2531,8670,765,14031,255
12284,-2483,8957,511,14041,243
11997,-2212,8670,765,14315,255
11985,-1985,8957,511,14332,232
12527,-1754,8415,255,14334,94
11989,-1706,9212,255,14807,32
11985,-2710,8415,205,14799,-517
12766,-2849,8670,184,15061,-413
12782,-2694,9722,145,15047,-333
12240,-3124,8925,255,15053,-401
12244,-2610,9726,255,15333,-443
12021,-1315,9722,510,15342,-445
11742,-2403,9471,511,15311,-447
12017,-2184,9471,765,15555,-297
11997,-2280,9945,1023,15611,-367
11762,-1865,10495,1020,15607,-339
12244,-2598,10232,1023,15611,-359
11730,-2610,10455,1275,15571,-449
12240,-2642,10236,1275,15559,-545
12252,-2292,9945,1275,15599,-769
11005,-2120,9212,1275,16109,-809
11487,-2228,9435,1020,16575,-1193
11487,-2228,9435,1020,16575,-1180
10973,-2136,9945,1022,16830,-1220
10750,-2706,9435,1279,17149,-1201
10495,-2100,9981,1275,17340,-1323
10965,-2180,11228,1531,17340,-1266
10997,-1969,10750,1531,17343,-1339
9722,-1403,10742,1791,17406,-1321
10750,-1889,10997,1787,17406,-1147
10463,-1993,11519,1791,17342,-1257
10232,-1156,11487,2047,17404,-1132
10455,-2391,10718,2043,17659,-1137
9945,-793,9977,1791,17599,-1074
10463,-1299,10200,1534,17914,-1115
10965,-1714,10973,1275,18169,-1089
9977,-1618,9471,1021,18429,-993
9726,-1268,10455,255,19447,-857
9726,-1268,10455,255,19447,-837
8702,-1459,10455,255,19447,-837
9439,-1483,10487,105,19894,-777
8957,-1618,10232,-439,20401,-777
9435,-1570,9949,-511,20910,-805
8925,-1443,9981,-650,21181,-725
8957,-1937,10487,-1005,21739,-685
8415,-558,10455,-1082,21935,-637
9180,-1172,9726,-1409,22775,-673
7403,-1491,9949,-1531,23031,-633
7148,-1204,11220,-1881,23534,-618
6885,-1371,10750,-1961,23791,-421
7909,-913,11511,-2231,24545,-405
7403,-283,10750,-2296,25055,-363
7395,-1124,11228,-2593,25787,38
6638,-682,11730,-2645,25851,100
6893,-658,11252,-2725,26265,186
6893,-961,11730,-2901,26871,255
6630,-1331,11005,-3013,27071,192
6140,-1315,11762,-3155,27317,104
6140,-1754,12511,-3329,27644,223
6136,-1140,12240,-3331,27827,255
5100,-1180,12750,-3409,27831,255
5100,-1021,12527,-3443,28146,255
5116,-2056,13260,-3505,28151,255
5116,-1268,13308,-3491,28345,255
4606,-1937,13770,-3553,28343,255
5116,-2072,13770,-3521,28401,255
5371,-2009,14535,-3555,28319,510
4590,-1809,13551,-3505,28373,511
3574,-2052,14806,-3473,28118,511
4080,-1387,14041,-3507,27831,511
3315,-1961,15300,-3475,27604,511
3582,-1913,14790,-3475,27359,765
3578,-1674,14814,-3473,27062,767
3060,-1793,15356,-3489,26839,765
3060,-1228,14575,-3521,26329,765
2805,-2359,14830,-3618,26303,767
3315,-1618,15324,-3571,26046,511
2295,-2292,15093,-3553,25819,765
2813,-2116,15300,-3505,25759,511
2040,-1722,15300,-3315,25565,510
2303,-2212,15822,-3236,25279,510
1785,-3061,15093,-3057,25054,255
2295,-1881,15316,-2853,25054,511
2040,-2200,14814,-2757,24990,228
1789,-2726,15093,-2645,24735,125
1789,-2917,14312,-2465,24831,-381
1789,-1945,14790,-2437,24551,-441
1534,-3124,15077,-2529,24553,-626
765,-2547,15308,-2309,23743,-813
765,-2547,15308,-2309,23743,-769
765,-2327,15308,-2247,23543,-769
765,-3300,16069,-2132,23471,-933
510,-2833,16097,-1833,23031,-881
255,-2407,15854,-1770,22775,-937
152,-1841,16348,-1449,22511,-1027
-375,-1929,16360,-1419,21743,-1021
-574,-2296,16639,-1642,20974,-993
-479,-2503,16575,-1737,20655,-965
196,-1602,16830,-1833,19635,-913
236,255,32511,-1809,10967,1275
5865,-2403,32511,2047,-2149,2041
3068,-4519,7148,4351,-5705,2042
2303,-2722,3570,4095,-3857,2303
92,-5706,10965,3323,-1203,2044
-2658,-4081,14284,1279,-989,2046
-2881,-2371,15356,510,-949,2303
-2582,-2531,13037,510,-997,1531
-3061,-4272,11770,1020,16,1275
-3985,-4017,13531,1022,144,765
236,-3363,15093,1279,151,511
212,-2439,16356,1530,109,255
255,-2551,15559,2045,255,255
-578,-2244,15834,2805,255,255
-829,-2116,15332,3315,767,255
-1140,-1658,14822,3583,1020,175
-287,-3108,14575,3829,1021,33
510,-2626,14798,4080,1023,-377
216,-2391,15308,4091,1020,-509
1275,-1283,14328,4083,1020,-509
-311,-1108,14057,4087,1023,-546
20,-1379,15053,3837,1021,-661
252,-1323,14316,3315,767,-593
765,-1276,14806,2813,1022,-526
765,-1913,15053,1787,1022,-491
120,-1786,13563,1531,765,-479
1020,-1291,14535,1275,765,-463
1020,-1419,14041,1279,767,-325
1020,-1650,14041,1279,765,4
1020,-2738,14790,1275,511,26
255,-2017,14551,1023,510,25
1785,-1945,14559,1021,510,29
1279,-618,15340,765,511,37
1020,-2487,14300,767,511,97
1279,-1642,14567,767,255,70
765,-550,14300,1023,510,172
255,-1363,14830,1022,511,96
510,-1371,15077,1023,510,41
510,-901,14798,1279,255,90
510,-1379,15061,1022,255,50
765,-1459,14551,1022,255,25
255,-742,14830,1023,255,42
212,-1841,14551,1020,255,49
-1132,-1044,14535,1022,255,-293
765,-1148,14830,765,255,-263
255,-343,14790,765,255,-275
510,-933,14551,510,255,36
1020,-1419,14296,255,227,-267
255,-694,14822,255,217,43
-275,-1570,15101,255,187,41
255,-873,14838,255,190,11
510,-1515,14077,156,118,98
255,-1825,14846,-361,71,-281
212,72,14316,-522,-259,44
765,-1491,14316,-721,-263,44
1275,-491,14332,-861,-337,93
765,-933,15324,-1091,-341,54
255,-443,14535,-1289,-417,110
-722,-1108,14790,-1339,-429,32
255,-1172,14328,-1738,-509,139
1020,-439,14041,-1897,-489,-257
176,-993,14332,-1889,-617,174
-666,-1371,14806,-2136,-629,202
164,-1299,14559,-2276,-670,198
765,-1531,14559,-2389,-634,254
510,-1722,14806,-2710,-766,255
-630,-969,14535,-2865,-694,255
88,-1578,14798,-3025,-590,209
255,-1674,14559,-3172,-714,255
255,-1921,14551,-3266,-669,255
510,-1515,14846,-3186,-705,255
765,-1299,14300,-3361,-765,255
510,-1865,14591,-3316,-693,255
228,-1379,14073,-3393,-709,255
510,-1148,14806,-3507,-725,255
510,-1969,15053,-3457,-690,249
-558,-1650,14543,-3475,-702,223
510,-2068,14567,-3409,-693,175
196,-1690,14073,-3507,-637,225
510,-1132,15085,-3553,-653,197
-419,-1889,14284,-3665,-634,197
104,-2148,14830,-3746,-685,147
255,-1714,15085,-3841,-682,255
510,-1140,15085,-3953,-741,215
-283,-1833,14284,-4033,-762,179
510,-1706,13806,-4391,-753,239
255,-1690,14814,-4485,-730,162
68,-1730,14814,-5037,-714,141
220,-1602,14551,-5219,-805,27
510,-1044,15069,-5451,-797,12
255,-1602,15061,-5705,-873,-277
510,-1849,14551,-5833,-941,-279
765,-2471,14535,-5889,-885,-333
-395,-1283,15332,-6057,-817,-321
8,-1228,14838,-6049,-837,-371
765,-2551,14806,-6340,-905,-283
236,-1770,14041,-6437,-829,-317
1020,-1961,14830,-6693,-809,30
1020,-1276,14822,-6758,-893,24
255,-1857,14559,-6949,-881,-281
255,-3220,14583,-7141,-969,-309
510,-2913,14077,-7171,-965,-417
1275,-1570,15061,-7396,-1091,-361
510,-1666,14575,-7521,-1146,-453
765,-2009,14300,-7714,-1076,-347
765,-2499,14846,-7841,-1155,-287
1020,-1395,14822,-6180,-1218,-335
1534,-3061,12766,-1162,-877,255
1020,-2228,10742,-2099,255,-275
-371,-2355,15340,-2053,102,24
1020,-1889,15332,-2405,255,40
510,-2327,14583,-2113,96,62
-550,-2120,14790,-2086,-321,123
-495,-1857,14284,-2001,-325,231
208,-2626,14280,-2209,73,210
1020,-3013,14543,-2260,235,54
1020,-3363,14838,-2212,205,-365
1534,-2817,15053,-2245,131,-451
255,-3124,15348,-2401,53,-361
510,-2052,15077,-2578,5,-521
1530,2044,15308,-2610,210,-997
510,1530,14822,-2710,255,-2066
255,-2120,15567,-3105,255,-2290
1020,-2228,14790,-3217,206,-2230
1020,-2168,14045,-3347,255,-2113
-339,-2837,14575,-3379,252,-2056
510,-2515,14591,-3505,239,-1849
765,-3172,15822,-3697,108,-1730
-271,-2068,15085,-3810,-265,-1345
-271,-2582,16109,-4367,-621,-1178
510,-2311,15607,-4527,-701,-785
510,-3124,15053,-5033,-857,-742
510,-3379,16101,-5225,-937,-689
0,-2359,16639,-5284,-1283,-849
232,-2499,17149,-5507,-2083,-889
765,-2072,17404,-6248,-2501,-885
1279,-2196,18169,-6593,-2997,-845
1530,-2503,18360,-7235,-3299,-1099
1530,-3076,18109,-7809,-3905,-1124
2295,-2375,18679,-8797,-4321,-1244
1789,-1546,18934,-9305,-5129,-1569
1275,-1475,18942,-10436,-5953,-1738
1275,-1905,19197,-11281,-6244,-2054
1789,-2722,20464,-12749,-7109,-2280
3060,-1475,20145,-14408,-7651,-2677
3068,-2451,20221,-15169,-8726,-2993
2558,-2407,20671,-16665,-9857,-3041
1789,-2009,20476,-17922,-10439,-3361
1020,-4579,19962,-18485,-11665,-3523
1785,-3826,18687,-19125,-12367,-3569
1275,-4618,19380,-19475,-13261,-3297
1530,-5220,21484,-16902,-13057,-3203
510,-5547,20671,-13193,-13061,-3108
252,-5228,19958,-11842,-12679,-2881
-411,-5539,18687,-10581,-13133,-2837
-981,-5475,17085,-10515,-13249,-2757
-933,-5443,16575,-10433,-13069,-2853
-1801,-5698,15814,-10261,-12873,-2897
-1515,-5348,15101,-9675,-12420,-2913
-1276,-6563,14284,-9361,-11667,-2757
-447,-6627,14025,-9037,-10965,-2277
-1188,-7009,13053,-9497,-10758,-1985
184,-7172,12284,-9809,-10137,-1385
-702,-6627,12248,-10645,-9754,-1058
-487,-6180,11260,-11137,-8897,-569
-881,-7109,12025,-11778,-7905,-403
255,-6662,11507,-12241,-7396,106
510,-6722,10750,-12675,-6467,249
1020,-6886,9945,-12994,-5993,511
1020,-6535,10463,-13579,-5005,765
1279,-6376,9981,-13834,-4609,1023
1279,-6503,10204,-14534,-3315,1279
1789,-6184,11005,-14727,-2658,1275
1530,-5834,12244,-15109,-1196,1530
2550,-6435,12248,-15297,-461,2044
2303,-6344,12248,-15169,1023,2043
1789,-7141,12798,-15169,1534,2550
2550,-7459,12495,-15362,2303,2550
3327,-5993,12527,-15873,2558,2807
5375,-5611,14057,-16257,3574,2815
5116,-5706,14029,-17153,4085,2815
4861,-7204,15563,-17466,5100,3062
5355,-7041,15348,-17825,5371,3071
5885,-5674,14575,-17922,5611,3323
5355,-6340,14300,-18074,5355,3315
5100,-5292,14316,-18217,5359,3323
5116,-6276,14591,-18486,5117,3327
5865,-6567,14029,-18741,5119,3319
5869,-7300,13308,-19089,4590,3071
6124,-7523,12511,-18978,4335,3063
5116,-7937,13260,-19217,4089,3063
5116,-8324,12240,-19475,3578,3315
5100,-8129,11738,-19873,2807,3327
4845,-7810,10487,-20241,2303,3060
4861,-6407,9977,-20353,2042,2815
4590,-7137,9690,-20273,1791,2813
3578,-7364,10236,-19731,2047,2550
3060,-7651,10455,-19492,2042,2295
1530,-8607,10742,-19109,1787,2295
1275,-8284,10200,-18949,1791,2295
1275,-8647,9212,-18823,1531,2295
1020,-8607,8670,-18695,1791,2558
1020,-8459,8447,-18705,2551,2807
1279,-9025,7909,-18695,3574,2813
510,-8097,8447,-18869,5117,2815
255,-8097,9439,-18993,6120,2558
-630,-8001,9981,-18821,6909,2551
-849,-7651,10455,-18739,7650,2303
-471,-8065,10965,-17705,7931,1789
-471,-8065,10965,-17705,7931,2045
255,-8794,10965,-17443,7931,2045
1020,-10248,11228,-17153,8447,2805
2813,-9730,11487,-17065,8957,3068
2558,-8922,10463,-16910,9180,3323
2550,-7427,10973,-16408,9726,3327
1534,-8834,11770,-16193,9690,3063
1275,-8730,12017,-16002,9727,3327
2550,-8850,11487,-15938,9435,3323
3582,-8161,11260,-16065,9471,3319
2805,-10057,11220,-16066,9215,3583
2040,-8663,11220,-16321,8447,3319
2805,-8220,11766,-16523,8171,3061
2558,-9754,11734,-16556,7157,3061
3315,-9412,11475,-16257,6887,3060
4351,-9619,9690,-16065,5881,3069
3327,-9985,9690,-15811,5631,2815
3833,-8989,9212,-15554,4845,2550
2805,-8519,9435,-15169,4351,2303
4092,-9292,9977,-14978,3827,2044
3570,-9499,9212,-14465,3582,1789
2295,-11412,9439,-14341,2558,2040
3323,-10758,7411,-14217,2046,2295
2040,-10818,6646,-14209,1020,2303
2040,-11157,6383,-14406,765,2047
1020,-10388,6383,-14529,511,2042
1020,-9181,6909,-14529,511,1787
1275,-8659,7140,-14338,1279,1279
765,-9611,8172,-14081,1787,767
180,-9420,8447,-13569,2303,510
-610,-9153,9981,-13261,3071,255
-1108,-9563,9945,-12420,3323,255
-1204,-9667,11993,-11985,3827,232
-1993,-8467,11766,-10966,4087,175
-1276,-8519,13005,-10433,4606,105
-2260,-8667,12750,-8905,4591,-425
-1905,-8722,12543,-8161,4847,-809
-1786,-7810,12029,-6277,5100,-1082
-1658,-8607,13260,-5290,5615,-1586
-1714,-8527,13276,-3377,5881,-1745
-2001,-7874,13292,-2693,6125,-2262
-1634,-8603,13308,-1497,6911,-2227
168,-10328,13786,-1034,6909,-1833
510,-12432,12280,-553,7679,-1537
-435,-11858,12025,-351,7923,-1089
-1403,-12113,11475,192,7395,-829
-2017,-12942,11766,255,7148,-403
-2961,-12496,11730,255,6139,59
-730,-12113,9212,510,5611,255
-969,-13699,7148,95,5101,511
-1299,-14026,6638,-499,4335,765
-610,-15683,5626,-897,4091,1275
255,-15811,4084,-2103,3327,1531
-1594,-15428,3060,-2626,2815,2043
-722,-15811,3578,-3601,2559,2042
255,-16002,3829,-4163,2043,2046
765,-15619,3578,-5025,2045,1789
510,-15428,4080,-5353,2043,1534
510,-15874,4606,-5985,2040,1275
510,-14791,5355,-6180,2295,1279
-610,-14854,6909,-6433,2295,767
255,-13125,6646,-6471,2042,511
228,-13452,9435,-6374,1789,255
255,-13061,9212,-5826,1531,129
255,-12679,10487,-5539,1279,-295
-901,-13069,11519,-4777,1020,-475
-307,-12547,12276,-4195,510,-577
100,-12097,12029,-3201,511,-809
255,-11970,12025,-2678,510,-909
-287,-12113,12527,-2246,510,-1065
-459,-11731,12798,-1243,511,-1196
-933,-10902,12025,-905,511,-1337
200,-10882,12284,70,767,-1393
-1523,-11013,12276,255,767,-1515
-1299,-11029,12248,1021,1022,-1753
-1515,-10515,12798,1534,1021,-1499
-1897,-12488,12248,2303,765,-1369
-2068,-11842,12244,2807,765,-1114
-2630,-13324,11519,3575,511,-865
-2391,-13579,9722,3825,511,-541
-2626,-13890,9180,3827,255,2
-2311,-13962,6893,3829,255,241
-2690,-14472,6391,3579,117,510
-2977,-14081,5865,3071,-387,767
-2311,-14918,5630,2807,-463,1023
-2901,-14791,4590,2041,-497,1275
-1499,-14787,4335,1785,-533,1275
-1483,-14472,4088,1275,-471,1534
-2339,-14081,5116,1022,-349,1531
-2276,-13898,4861,511,64,1534
-993,-14026,5375,255,255,1530
-893,-13699,5869,255,255,1534
-1028,-13571,5869,29,510,1531
-1236,-12615,8415,19,767,1531
-925,-11842,9467,255,765,1279
255,-11906,10455,255,511,1279
255,-11906,10455,255,511,1023
-419,-11412,11005,510,511,1020
76,-11539,10487,1021,255,1021
255,-10822,11515,1530,161,765
-299,-11332,11507,2295,54,511
255,-11587,11734,2559,-331,510
255,-10898,11766,2807,-363,159
1279,-10312,11997,3835,-507,-263
510,-10503,12248,4090,-629,-471
1020,-10452,11770,5116,-618,-985
1020,-10244,12766,5611,-690,-1140
1020,-10886,12021,6903,-726,-1593
1530,-10631,12284,7407,-917,-1713
84,-10631,12782,8671,-985,-2098
152,-10962,12543,9439,-1153,-2293
-383,-10456,12527,10997,-1241,-2673
-331,-10121,11742,11734,-1266,-2802
765,-11794,10718,12527,-1337,-2805
765,-12743,10495,13277,-1251,-2545
765,-12177,10495,13277,-1339,-2193
765,-12049,8415,13535,-1594,-1497
-698,-12296,8415,12783,-2130,-1035
-825,-13249,6654,12798,-2294,-463
-1291,-12739,6654,12287,-2694,-265
-1252,-12942,5626,11519,-2722,238
-1610,-12994,5100,11228,-2709,255
-1355,-13002,4606,10742,-2721,255
-1355,-12097,5614,10239,-2519,215
-1028,-11842,5371,9439,-2469,255
-1331,-12161,6654,9213,-2056,83
-566,-11077,6375,9214,-1841,-377
-1132,-11268,7658,9435,-1507,-597
-407,-10201,7156,10495,-817,-1586
-495,-9627,8160,11007,-570,-1586
-295,-9627,8160,11507,-570,-1825
176,-9938,8415,11762,139,-2132
510,-9348,8447,12252,202,-2853
-419,-8161,8702,13276,161,-3252
-1276,-7459,9180,14029,-283,-3985
-303,-7041,12029,16895,-861,-4773
-303,-7041,12029,16895,-861,-5065
510,-7073,12029,17854,-861,-5065
1789,-7137,13037,18870,-637,-5547
2303,-8858,13260,20975,-389,-5705
2805,-8838,13535,21695,255,-5260
2550,-8643,14061,22783,255,-4802
2558,-10324,14077,23023,195,-3361
2550,-11348,13551,22767,-387,-2449
1530,-11348,12252,22525,-1401,-622
765,-10567,10487,21247,-2897,255
510,-9746,7678,20412,-3602,1279
255,-10886,6885,18363,-4838,1535
510,-9993,5610,17599,-5292,2045
255,-9539,5630,15587,-5545,2041
255,-9858,5375,14583,-6081,2040
765,-11603,5626,12527,-6113,2044
1789,-11284,4861,11762,-5833,1787
1534,-10695,5116,9977,-5802,1275
765,-9483,5610,9471,-5033,1279
1789,-9738,5100,8927,-4621,1022
1789,-8918,6399,8447,-3730,767
2295,-8400,9439,8415,-3299,255
1279,-7555,9439,8703,-2933,162
765,-6407,11515,8959,-2327,-395
1275,-5770,12798,9435,-2086,-877
1530,-5642,13790,10975,-1809,-1036
765,-4718,15101,12543,-1746,-1387
1020,-4081,16105,13263,-1690,-1507
1530,-5097,16894,14559,-1682,-1714
765,-3252,17340,15309,-1609,-1945
510,-3092,17404,16639,-1489,-2041
104,-3268,18109,17595,-1529,-2275
255,-4328,18428,18879,-1515,-2291
510,-4782,18364,19647,-1609,-2104
510,-5061,18360,20735,-1642,-1993
765,-5897,16830,21229,-1841,-1515
-1228,-7523,16894,21931,-1945,-1115
-1570,-8276,16093,21759,-2439,255
-1499,-10436,15053,21181,-3156,1020
1020,-9858,11487,20157,-3475,2813
1020,-11970,8415,19125,-3569,3825
765,-11651,7933,17087,-3314,5630
-1435,-8858,4088,13278,-3124,6909
-2068,-7969,4861,12027,-3236,6909
-2068,-7969,4861,12027,-3236,6911
-2949,-8097,5116,9467,-3234,6895
-2917,-7842,6391,8186,-3266,6895
-1905,-7045,6885,6391,-3073,6887
-602,-6184,7164,5627,-2519,6638
1020,-5738,8415,5116,-2113,6142
1534,-5794,9435,4591,-1331,5615
1534,-4846,11770,4351,-941,5119
1534,-5124,12272,4863,-473,4606
1789,-3188,14583,5355,255,3583
1275,-2726,15854,6383,255,3315
1789,-2981,16360,7156,255,2805
1789,-2001,18428,7925,255,2044
2044,-1196,19647,9726,255,1534
2805,-702,20472,10455,159,1021
2040,255,20671,12511,23,255
1789,510,22010,13515,-301,-541
1279,1534,23205,14815,-573,-1658
1275,1789,23540,17151,-737,-2230
1789,220,24484,18361,-1013,-2547
2558,-694,25086,20671,-1082,-2551
1530,-2562,23213,21930,-1260,-2151
-754,-3841,22767,23487,-1546,-1321
-2136,-4710,19703,24295,-2131,-309
-3810,-4869,17850,24735,-2307,255
-3300,-5611,15555,24799,-2309,765
-2503,-6567,14296,24249,-1762,1022
40,-7300,11220,23739,-1241,1531
-638,-8643,10965,22191,-297,1787
255,-9236,8415,21167,255,2815
1020,-8212,7650,19127,765,3323
1275,-6981,6399,17851,2295,3574
1020,-6754,6383,16575,2807,3825
-1013,-5029,6901,14061,3839,3831
-1793,-4583,8702,12782,4335,3827
-1459,-3363,9180,10718,4845,3571
-1148,-1977,12495,9979,4845,3319
-750,-1283,13276,8671,5101,3319
-1331,-606,14567,8415,5371,3062
510,1530,17340,7675,5630,2045
-2467,255,19635,7675,4861,1531
-2467,255,19635,7675,4861,1275
-889,1020,19635,7915,4861,1275
-889,510,19711,8186,4087,510
-459,-367,19707,8702,3583,255
-1443,-742,19635,9695,2813,255
-479,-1228,19189,10455,2558,53
220,-993,19388,11221,2303,104
212,-1507,18623,11519,2047,-307
-702,-1196,16894,11743,1791,-433
-550,-2531,15818,11731,1535,-345
-526,-3268,14332,11511,1535,118
68,-4164,13822,10750,1535,255
-873,-3395,12798,10234,1020,255
-347,-5284,11985,8702,765,1023
-1180,-3682,11762,7909,510,1531
-1746,-3124,10973,7164,255,2044
-1491,-2327,10742,5371,255,2295
-1921,-2423,11770,4590,255,2558
-925,7407,20655,3578,-3665,4083
3582,2040,32511,4590,-16934,6142
9690,-3108,25787,6383,-16811,5355
5359,510,12766,6895,-12749,3839
-909,1785,15611,7679,-11217,3062
-542,3319,29102,6399,-6213,3061
-4929,7140,32511,3319,-1609,249
-5124,6399,30361,3069,1020,-1243
0,-1331,13021,3829,1531,255
1785,-4164,11479,6140,1785,143
240,-1754,16639,6654,2295,-387
16,-2710,17085,6399,2043,765
-1005,-9045,14567,4335,1535,1534
-1164,-5834,11252,3583,1021,1789
-1021,-2264,12252,2805,1023,2044
-925,3060,14280,2815,1023,2045
-813,3327,15575,2807,1279,2045
144,765,16109,3060,1785,1791
-311,255,16830,3319,2042,1275
1534,765,16639,3829,2047,1023
2044,1275,15583,3839,2045,767
2044,172,15101,3570,2041,510
2558,1020,14543,2807,2043,255
2044,255,14316,2295,2295,141
2044,1534,14300,2303,2046,-689
1275,1534,15324,2047,2042,-877
2040,1020,14328,2303,2550,-1148
1279,765,15093,2047,2558,-1786
765,152,15053,2040,2551,-1953
255,255,14316,2042,2550,-2041
510,255,14575,2042,2551,-2017
1020,176,13547,1791,2303,-2017
510,252,13037,1789,2042,-1841
196,-538,13308,1279,1787,-1609
176,-1044,13021,1022,1020,-1377
-371,120,12782,1020,767,-937
-861,-435,13053,510,510,-694
56,-447,12782,255,-509,-481
-917,-387,13021,62,-837,160
-626,104,12527,-457,-1323,255
-925,40,12276,-1066,-2182,255
-499,510,12495,-1385,-2501,510
-291,510,12527,-1953,-2817,510
255,510,12750,-2327,-3682,510
-570,-638,12495,-2519,-3985,767
-331,510,12798,-2805,-4363,767
168,172,14328,-3218,-4425,767
-885,510,15308,-4017,-4049,255
-2088,2040,16360,-5089,-3441,-375
-1252,1020,16093,-5324,-3092,-285
-311,-263,16639,-5379,-2487,61
-841,510,16073,-5122,-2216,176
68,-511,16364,-4555,-1905,143
-447,-339,16575,-4268,-1315,255
255,-518,15587,-3985,-1059,168
208,-1028,16085,-3188,-650,166
255,-411,15571,-2821,-570,219
1279,-327,15814,-2193,-443,81
68,236,15324,-1857,89,58
510,-259,15846,-1483,231,78
-287,208,15085,-1068,255,115
48,-391,15061,-645,255,230
204,-403,15356,-447,511,71
510,255,15093,-327,511,-275
510,510,15300,131,511,-509
510,252,15085,510,765,-945
1020,1020,15101,1022,1021,-1497
510,765,16109,1535,1279,-1641
1785,255,15822,2303,1279,-1642
765,-654,15316,2559,1530,-1577
248,-538,14296,2807,1531,-1593
510,-415,14312,2559,1531,-1457
255,255,14591,2813,1275,-1395
144,-279,15069,2813,1275,-1218
255,765,14838,2807,1279,-1186
132,-323,15563,3063,1530,-1195
765,60,16073,3578,1785,-1371
765,1020,16065,4090,2040,-1483
255,1789,16324,4590,2303,-1633
765,765,15846,5610,2551,-1785
765,510,15830,5881,3069,-1977
765,510,16109,6391,3319,-2197
